Full Address,Business Name,Years in Business,Phone,City,State,Zip,Population of Zip Code
"430 Oak Grove St Minneapolis, MN",Mental Health Ninjas,TBD,5072303300,Minneapolis,MN,55403,17354.0
"2105 Minnehaha Ave Minneapolis, MN",Mental Health Resources Inc,21,6123330331,Minneapolis,MN,55404,28071.0
"1915 Lyndale Ave S Minneapolis, MN",Catalyst Mental Health,15,6123457405,Minneapolis,MN,55403,17354.0
"2419 Nicollet Ave Minneapolis, MN",Mental Health Crisis Response,TBD,6128018572,Minneapolis,MN,55404,28071.0
"2438 18th Ave S Minneapolis, MN",White Earth Mental Health,TBD,6123547802,Minneapolis,MN,55404,28071.0
"4780 I 55 N Jackson, MS",Magnolia Crossing Mental Health Services,TBD,3184908825,Jackson,MS,39211,24185.0
"3000 Old Canton Rd Ste 465 Jackson, MS",Professional Mental Health Associates,25,6019779081,Jackson,MS,39216,3056.0
"3450 Highway 80 W Jackson, MS",Hinds Behavioral Health Services,55,6013212400,Jackson,MS,39209,26514.0
"2104 Crossbridge Blvd Byram, MS",Cornerstone Mental Health Services,TBD,6014878844,Byram,MS,39272,14161.0
"103 Southlake Cir Canton, MS",Region 8 Mental Health Services,22,6018598371,Canton,MS,39046,29160.0
"200 Saint Paul St Pearl, MS",Community Mental Health Clinic,TBD,6016657983,Pearl,MS,39208,34604.0
"1019 Carroll Dr Hazlehurst, MS",Region 8 Mental Health Center,TBD,6018942018,Hazlehurst,MS,39083,8497.0
"1775 Lelia Dr Ste A Jackson, MS",National Alliance On Mental Illness of Jackson,48,6018999058,Jackson,MS,39216,3056.0
"3112 Highway 13 Mendenhall, MS",Region 8 Mental Heatlh Services,TBD,6018472623,Mendenhall,MS,39114,10553.0
"1855 Lakeland Dr. Ste P121 Jackson, MS","Dr. Douglas Byrd, MD",32,6013664696,Jackson,MS,39216,3056.0
"4715 Methodist Home Rd Jackson, MS",Hinds Behavorial Health Services Crisis Stabilization Unit,TBD,7692576288,Jackson,MS,39213,18831.0
"1600 N State St Ste 100 Jackson, MS","Dr. John B. Jolly, Psy D",29,6013558378,Jackson,MS,39202,7023.0
"5202 Keele St Jackson, MS","Moore, Delilah J",TBD,6019828624,Jackson,MS,39206,21878.0
"1900 N West St Jackson, MS",Mississippi Children's Home Services,114,6013527784,Jackson,MS,39202,7023.0
"969 Lakeland Dr Jackson, MS","Marshall Edward Belaga, MD",23,6012003100,Jackson,MS,39216,3056.0
"2629 Ridgewood Rd Jackson, MS",Thriveworks Counseling,TBD,6015190973,Jackson,MS,39216,3056.0
"1935 Lakeland Dr Ste 900 Jackson, MS",Jackson Comprehensive Treatment Center,TBD,6018401454,Jackson,MS,39216,3056.0
"1991 Lakeland Dr Jackson, MS",Linda Blackwell Counseling,TBD,6019818006,Jackson,MS,39216,3056.0
"460 Briarwood Dr Ste 510 Jackson, MS","David Edward Marion, PHD",TBD,6019564816,Jackson,MS,39206,21878.0
"741 Harris St Jackson, MS",Trinity Behavioral Health,TBD,7692511265,Jackson,MS,39202,7023.0
"911 Washington Ave Saint Louis, MO",Epir Source Mental Health Services,TBD,3144859241,Saint Louis,MO,63101,2953.0
"5266 Waterman Blvd Saint Louis, MO",St. Louis Mental Health Services,TBD,6014636814,Saint Louis,MO,63108,20692.0
"1224 Fern Ridge Pkwy Saint Louis, MO","Multi-Specialty Mental Health Services, Inc",TBD,3142058432,Saint Louis,MO,63141,20640.0
"4121 Union Rd Ste 224 Saint Louis, MO",CHADS Coalition for Mental Health,TBD,3149522046,Saint Louis,MO,63129,51356.0
"701 Market St Ste 200 Saint Louis, MO",Mental Health Board of Trustees,32,3145356964,Saint Louis,MO,63101,2953.0
"3115 S Grand Blvd Saint Louis, MO",Transformation Mental Health,TBD,3142520683,Saint Louis,MO,63118,25645.0
"462 N Taylor Ave Saint Louis, MO",Mental Health & Associates PC,TBD,3143671944,Saint Louis,MO,63108,20692.0
"11420 Gravois Rd Saint Louis, MO",Chads Coalition for Mental Health,TBD,3142703237,Saint Louis,MO,63126,15373.0
"4548 Lemay Ferry Rd Saint Louis, MO",Family Mental Health Dept,TBD,3146154000,Saint Louis,MO,63129,51356.0
"1905 S Grand Blvd Saint Louis, MO",Mental Health Amer-Eastern MO,TBD,3147731399,Saint Louis,MO,63104,18701.0
"3933 S Broadway Saint Louis, MO",Mental Health Specialists,TBD,3142686195,Saint Louis,MO,63118,25645.0
"4401 Wilcox Ave Saint Louis, MO",Mental Health,TBD,3148329279,Saint Louis,MO,63116,42470.0
"200 S Kingshighway St Saint Charles, MO",Comprehensive Mental Health Services,30,6369492650,Saint Charles,MO,63301,51625.0
"1551 Wall St Saint Charles, MO",Alpha Allied Mental Health Services,TBD,6364939008,Saint Charles,MO,63303,46627.0
"5700 Mexico Rd Saint Peters, MO",Equilibrium Mental Health Services,TBD,6364776464,Saint Peters,MO,63376,74876.0
"505 S 8th St East Saint Louis, IL",Mental Health Ctr-St Clair,21,6184827330,East Saint Louis,IL,62201,5017.0
"1500 Wilford Ave East Saint Louis, IL",Mental Health Center,TBD,6188758286,East Saint Louis,IL,62207,6801.0
"1048 State St East Saint Louis, IL",Mental Health Center of Saint Clair County,TBD,6182740881,East Saint Louis,IL,62201,5017.0
"520 Fullerton Rd Swansea, IL",Mental Health Therapist,TBD,6182775300,Swansea,IL,62226,28543.0
"421 S Jackson St Belleville, IL",Belleville Mental Health Group,TBD,6182775951,Belleville,IL,62220,19391.0
"307 E Washington St Belleville, IL",Community Mental Health Board,21,6182776022,Belleville,IL,62220,19391.0
"926 Main St Billings, MT","Integrative Mental Health Services, P",TBD,4067021466,Billings,MT,59105,34363.0
"1245 N 29th St Billings, MT",mental health center,55,4062525658,Billings,MT,59101,41797.0
"1645 Avenue D Billings, MT",Sentinel Mental Health Inc,TBD,4062722511,Billings,MT,59102,48700.0
"2121 Rosebud Dr Billings, MT",Children's Mental Health Bureau,TBD,4062547028,Billings,MT,59102,48700.0
"1500 Poly Dr Ste 201 Billings, MT",Christos Therapy,21,8447309946,Billings,MT,59102,48700.0
"820 Division St Billings, MT",Big Sky Psychiatric Service PC,16,4062945225,Billings,MT,59101,41797.0
"1127 Alderson Ave Billings, MT",Atr Indian Health Board of Billings,TBD,4062940152,Billings,MT,59102,48700.0
"1050 S 25th St W Billings, MT",Aware Inc,TBD,4066560928,Billings,MT,59102,48700.0
"220 Grand Ave Billings, MT",A Relationship Counseling Center,31,4062527510,Billings,MT,59101,41797.0
"2718 Montana Ave Billings, MT",Healing Rock Recovery,TBD,4064124509,Billings,MT,59101,41797.0
"303 N 28th St Ste 603 Billings, MT","Buyse, Jason",TBD,4066727388,Billings,MT,59101,41797.0
"490 N 31st St Ste 114 Billings, MT","Healing Journey, Inc.",38,4065912428,Billings,MT,59101,41797.0
"3333 2nd Ave N Billings, MT",Brighter Sky Counseling,TBD,4062726228,Billings,MT,59101,41797.0
"1020 N 27th St Billings, MT",Annette M Darkenwald - LCSW - Billings Clinic - North 27th Street Building,TBD,4062382500,Billings,MT,59101,41797.0
"2950 10th Ave N Billings, MT",Mariela Herrera Rojas - MD - Psychiatric Center,TBD,4062382500,Billings,MT,59101,41797.0
"6901 N 72nd St Omaha, NE",CHI Health Immanuel Mental Health Services,TBD,4027174673,Omaha,NE,68122,12514.0
"8790 F St Omaha, NE",Omaha Mental Health Services,TBD,3192507055,Omaha,NE,68127,20588.0
"5858 Wenninghoff Rd Omaha, NE",Allay Mental Health Services,TBD,4026603558,Omaha,NE,68134,30231.0
"11840 Nicholas St Omaha, NE",Sunflower Psychiatric & Mental Health Services,TBD,4027690880,Omaha,NE,68154,23232.0
"9562 S 184th Ave Omaha, NE",Rosebud Mental Health Services,TBD,4026697581,Omaha,NE,68136,21265.0
"1319 Leavenworth St Omaha, NE",CHI Health Mental Health Service,TBD,4027170450,Omaha,NE,68102,9311.0
"11422 Miracle Hills Dr Omaha, NE",Refuge Mental Health Service,TBD,4025902590,Omaha,NE,68154,23232.0
"10506 Burt Cir Omaha, NE",Palmer Psychiatric Mental-Health Services,TBD,4029797128,Omaha,NE,68114,17364.0
"2808 S 80th Ave Ste 110 Omaha, NE",Meridian Mental Health,16,4025043707,Omaha,NE,68124,15630.0
"10840 Old Mill Rd Ste 300 Omaha, NE",Karlie Schroeder Mental Health Therapist - New Beginnings Counseling,TBD,4028043790,Omaha,NE,68154,23232.0
"5421 N 103rd St Omaha, NE",Root of It-Omaha Mental Health/Addictions Therapist,TBD,4029150599,Omaha,NE,68134,30231.0
"11218 John Galt Blvd Ste 102 Omaha, NE",Root Of It - Omaha Mental Health/Addictions Therapist,7,4029150599,Omaha,NE,68137,24294.0
"3803 N 153rd St Omaha, NE",Everwood Mental Health,TBD,4029997713,Omaha,NE,68116,34209.0
"6910 Pacific St Omaha, NE",Meridian Mental Health & TMS Center of Omaha,TBD,4025043707,Omaha,NE,68106,21928.0
"8424 W Center Rd Omaha, NE",Erin Rasmussen Mental Health Counseling,TBD,5317215361,Omaha,NE,68124,15630.0
"4715 S 132nd St Omaha, NE",Nemhac Nebraska Mental Health & Aging Coalition,TBD,4024446863,Omaha,NE,68137,24294.0
"4610 S 133rd St Omaha, NE",Great Plains Mental Health Association,TBD,4026140010,Omaha,NE,68137,24294.0
"11659 Quail Dr Bellevue, NE",Stanton Mental Health Services,TBD,4025071029,Bellevue,NE,68123,34098.0
"403 S 16th St Blair, NE",Lutheran Family Services Mental Health & Substance Abuse,TBD,4024265454,Blair,NE,68008,12906.0
"800 Mercy Dr Council Bluffs, IA",Center For Mental Health,TBD,7123285311,Council Bluffs,IA,51503,37411.0
"1620 Wilshire Dr Bellevue, NE",Thrive Mental Health,TBD,4025021931,Bellevue,NE,68005,21912.0
"8275 S. Eastern Ave. Unit 200 #44 Las Vegas, NV",Hall Mental Health Services,TBD,7024202880,Las Vegas,NV,89123,57693.0
"5426 Vegas Dr Las Vegas, NV",Pinnacle Mental Health Services Inc,TBD,7028065286,Las Vegas,NV,89108,74566.0
"304 S Jones Blvd Las Vegas, NV",Broad Mountain Holistic Mental Health Services,TBD,7252308541,Las Vegas,NV,89107,37087.0
"6161 W Charleston Blvd Las Vegas, NV",Southern Nevada Adult Mental Health Services,TBD,7024866000,Las Vegas,NV,89146,20727.0
"6034 Smoke Ranch Rd Las Vegas, NV",P & P Mental Health Services Inc,TBD,7023523193,Las Vegas,NV,89108,74566.0
"1903 S Jones Blvd Las Vegas, NV",Synergy Mental Health Services,TBD,7029663121,Las Vegas,NV,89146,20727.0
"7473 W Lake Mead Blvd Las Vegas, NV",Connexions Mental Health Services,TBD,7022776382,Las Vegas,NV,89128,39397.0
"1333 N Buffalo Dr Las Vegas, NV",Impossible Mental Health Services,TBD,7025070373,Las Vegas,NV,89128,39397.0
"6402 Mcleod Dr. Ste 5. Las Vegas, NV",Fuente De Vida Mental Health Services,TBD,7252048809,Las Vegas,NV,89120,23797.0
"3175 E Warm Springs Rd Las Vegas, NV",Ahava Mental Health Services,TBD,7025695410,Las Vegas,NV,89120,23797.0
"1707 Village Center Cir Las Vegas, NV",Core Mental Health Services,TBD,7257352700,Las Vegas,NV,89134,23503.0
"9550 S Eastern Ave Las Vegas, NV",Divine Soul Mental Health Services,TBD,7025514617,Las Vegas,NV,89123,57693.0
"4935 E Charleston Blvd Las Vegas, NV",Las Vegas Mental Health Services,TBD,7024838333,Las Vegas,NV,89104,39883.0
"2620 Regatta Dr Las Vegas, NV",Silver Lining Mental Health Services,TBD,7022360452,Las Vegas,NV,89128,39397.0
"7181 N Hualapai Way Las Vegas, NV",Benevolent Mental Health Services,TBD,3199363513,Las Vegas,NV,89166,30206.0
"2920 S Jones Blvd Ste 230 Las Vegas, NV",Neubauer Mental Health Services,16,7024851107,Las Vegas,NV,89146,20727.0
"1785 E Sahara Ave Ste 145 Las Vegas, NV",Southern Nevada Adult Mental Health Services: East Las Vegas Clinic,TBD,7024866400,Las Vegas,NV,89104,39883.0
"1516 Saintsbury Dr Las Vegas, NV",Neubauer Mental Health Service,TBD,7024851107,Las Vegas,NV,89144,19949.0
"6171 W Charleston Blvd Las Vegas, NV",Nevada State of-- Human Resources Department of-- Nevada Early Intervention Services-- Mental Health & Crisis Svcs-- - CLOSED,TBD,7024866100,Las Vegas,NV,89146,20727.0
"1901 S Jones Blvd Las Vegas, NV",Serenity Mental Health,TBD,7028151550,Las Vegas,NV,89146,20727.0
"4000 E Charleston Blvd Las Vegas, NV",Mojave Mental Health,TBD,7029684000,Las Vegas,NV,89104,39883.0
"4270 S Decatur Blvd Ste B6 Las Vegas, NV",Alliance Mental Health Specialists - Psychiatry Las Vegas,10,7024852100,Las Vegas,NV,89103,49546.0
"1800 W Charleston Blvd Las Vegas, NV",Mental Health Crisis Unit-Emergency,TBD,7024868020,Las Vegas,NV,89102,37540.0
"3017 W Charleston Blvd Las Vegas, NV",Summit Mental Health,9,7028233910,Las Vegas,NV,89102,37540.0
"3340 Topaz St Las Vegas, NV",Eos Mental Health & Rehabilitation,TBD,7028854454,Las Vegas,NV,89121,67090.0
"1050 E Flamingo Rd Las Vegas, NV",Lifes Challenges Mental Health Consultant Firm,TBD,5122016766,Las Vegas,NV,89119,50585.0
"2840 E Flamingo Rd Las Vegas, NV",Marshall Mental Health,TBD,7022175639,Las Vegas,NV,89121,67090.0
"25 Sundial Ave Ste 310 Manchester, NH",Ellie Mental Health Greater Manchester,TBD,6036349471,Manchester,NH,03103,37659.0
"293 Wilson St Manchester, NH",Mental Health Center of Greater Manchester,TBD,6032068632,Manchester,NH,03103,37659.0
"497 Hooksett Rd Manchester, NH",Reflective Mental Health P,TBD,9782427716,Manchester,NH,03104,35274.0
"1345 Bodwell Rd Apt 17 Manchester, NH",Riverbend Community Mental Health,TBD,6032260789,Manchester,NH,03109,10118.0
"Meeting House Place 199 Nh Amherst, NH",Mental Health Services,TBD,5082338702,Amherst,NH,03031,11873.0
"30 Temple St Nashua, NH",Healthy Perspective Innovative Mental Health Service,11,6034029657,Nashua,NH,03060,32223.0
"9 E Pearl St Nashua, NH",Apex Mental Health Service,TBD,6039438284,Nashua,NH,03060,32223.0
"6 Chenell Dr Concord, NH",Adaptive Integrated Mental Health Services,TBD,6035458355,Concord,NH,03301,33987.0
"221 Old Concord Tpke Barrington, NH",Alliance Mental Health & Youth Consultation Service,TBD,6033432166,Barrington,NH,03825,9420.0
"110 Haverhill Rd Amesbury, MA",Amani Mental Health Services,TBD,9789965401,Amesbury,MA,01913,17277.0
"184 Mammoth Rd Londonderry, NH",Resonance Mental Health,TBD,6034734451,Londonderry,NH,03053,25930.0
"10 Tsienneto Rd Derry, NH",Mental Health Center For Southern,TBD,6039650726,Derry,NH,03038,34622.0
"9 Trafalgar Sq Ste 270 Nashua, NH",Ellie Mental Health - Nashua,9,8705444094,Nashua,NH,03063,15630.0
"61 Route 27 Raymond, NH",Sound Mind Mental Health Inc,TBD,6037349036,Raymond,NH,03077,10837.0
"10 West St Concord, NH","Riverbend Community Mental Health, Inc",TBD,6032267505,Concord,NH,03301,33987.0
"112 Pleasant St Concord, NH",Lakes Region Mental Health Center,TBD,6035241100,Concord,NH,03301,33987.0
"7 Prospect St Nashua, NH",Greater Nashua Mental Health,106,6038896147,Nashua,NH,03060,32223.0
"172 Kinsley St Nashua, NH",Senior Adult Mental Health Unit,32,6035983334,Nashua,NH,03060,32223.0
"47 Enterprise Dr Windham, NH","Perinatal & Women's Mental Health Counseling, P",TBD,6032334963,Windham,NH,03087,15922.0
"10 Bricketts Mill Rd Hampstead, NH","Renew Mental Health, P",TBD,6036881590,Hampstead,NH,03841,6282.0
"40 Clinton St Newark, NJ","Allied Mental Health Services, PC",12,9173643785,Newark,NJ,07102,12954.0
"121 Dewey St Newark, NJ",DRW Healthcare Services & Mental Health Wellness,TBD,9088756956,Newark,NJ,07112,27633.0
"51 Park End Pl East Orange, NJ",Dymphna Mental Health Services,TBD,9734899610,East Orange,NJ,07018,28261.0
"12 Prospect St Bloomfield, NJ",New Life Counseling and Mental Health Services,16,9737480847,Bloomfield,NJ,07003,52921.0
"1156 Liberty Ave Hillside, NJ",Safe Haven Mental Health Services,TBD,9084689406,Hillside,NJ,07205,22179.0
"1815 John F Kennedy Blvd Jersey City, NJ",True Vine Family Mental Health Services,TBD,9737948880,Jersey City,NJ,07305,71643.0
"1767 Morris Ave Union, NJ",Inner Light Mental Health & Addiction Services,TBD,8622182616,Union,NJ,07083,57036.0
"540 North Ave Union, NJ",Family Mental Health Services LL,TBD,9085882445,Union,NJ,07083,57036.0
"10 Elizabethtown Plz Elizabeth, NJ",Union County Mental Health Service,TBD,9085274846,Elizabeth,NJ,07202,44638.0
"607 Madison St Hoboken, NJ",Better You Mental Health Services,TBD,2018702578,Hoboken,NJ,07030,58340.0
"100 Morris Ave Springfield, NJ",Glorious Dawn Mental Health Services,TBD,2014706198,Springfield,NJ,07081,16984.0
"124 Halsey St Newark, NJ",New Jersey State of-- Division of Mental Health Services-- Bureau of Licensing and Inspections,TBD,6093413330,Newark,NJ,07102,12954.0
"1160 Raymond Blvd Newark, NJ",Mt Carmel Guild-Mental Health Services - CLOSED,TBD,9735964100,Newark,NJ,07102,12954.0
"800 Broad St Newark, NJ",True Care Mental Health Clinic,TBD,9738771900,Newark,NJ,07102,12954.0
"80 Main St Newark, NJ",Mental Health Association of Essex and Morris Inc,TBD,9736697305,Newark,NJ,07105,56657.0
"107 S 12th St Newark, NJ",Zainhan Psychiatric & Mental Health,TBD,9735170123,Newark,NJ,07107,42132.0
"201 Lyons Ave Newark, NJ",Community Mental Health Center of South Newark-Irv - CLOSED,26,9739267026,Newark,NJ,07112,27633.0
"100 Church St New York, NY",Ihsan Nurah Counseling & Mental Health Services,38,3479687277,New York,NY,10007,7802.0
"1259 Richmond Ave Staten Island, NY","Doors to Freedom Mental Health Counseling Services, PLLC",10,9179352122,Staten Island,NY,10314,93539.0
"250 Church St New York, NY",City of New York Mental Health-Mental Retardation & Alcoholism Services Dept,8,2122742764,New York,NY,10013,28215.0
"93 Worth St Ste 905 New York, NY",City of New York Mental Health Information & Referral Services,14,2122195599,New York,NY,10013,28215.0
"108 Alden St Cranford, NJ",Catholic Community Service Mental Health,TBD,9084973925,Cranford,NJ,07016,23841.0
"20 Commerce Dr Cranford, NJ",Anew Mental & Behavioral Health Services,TBD,9083016763,Cranford,NJ,07016,23841.0
"2460 Victory Blvd Staten Island, NY",Holistic Mental Health Counseling Services,TBD,9177810041,Staten Island,NY,10314,93539.0
"352 7th Ave New York, NY","Margaret Schiliro, LCSW-R, Mental Health Services",31,9177579767,New York,NY,10001,29079.0
"2 Teleport Dr Staten Island, NY",Staten Island Mental Health Services,TBD,3328959159,Staten Island,NY,10311,0.0
"928 Broadway New York, NY",Philippa Panayiotou Mental Health Counseling Service,TBD,9177401364,New York,NY,10010,31905.0
"353 Lexington Ave New York, NY",Emergent Mental Health Services,TBD,9177277896,New York,NY,10016,54297.0
"41 Flatbush Ave Brooklyn, NY",Mymindset NYC Mental Health Counseling Services P,TBD,9174261329,Brooklyn,NY,11217,42569.0
"6611 Gulton Ct NE Albuquerque, NM",CTC Mental Health Services,TBD,5052963965,Albuquerque,NM,87109,39323.0
"2901 Jefferson St NE Albuquerque, NM",Albuquerque Mental Health Services,TBD,5053087851,Albuquerque,NM,87110,40142.0
"4004 Carlisle Blvd NE Albuquerque, NM",The Healing Place Mental Health Services,TBD,5055888207,Albuquerque,NM,87107,26993.0
"1209 Mountain Road Pl NE Albuquerque, NM",Firew Mental Health Service,TBD,7132980389,Albuquerque,NM,87110,40142.0
"8206 Louisiana Blvd NE Albuquerque, NM",Faith Mental Health & Wellness Services,TBD,8065353104,Albuquerque,NM,87113,16369.0
"7108 Alamillo Rd NW Albuquerque, NM",Nina Hardy Mental Health Service,TBD,5058982760,Albuquerque,NM,87114,70064.0
"401 San Pedro Dr NE Albuquerque, NM",Albuquerque Family Mental Health Clinic,42,5052560065,Albuquerque,NM,87108,35985.0
"PO Box 12393 Albuquerque, NM",Conciencia Mental Health,TBD,5058676610,Albuquerque,NM,87195,1.0
"2741 Indian School Rd NE Albuquerque, NM","Bosque Mental Health Associates, Inc",TBD,5052558682,Albuquerque,NM,87106,26815.0
"1101 Cardenas Dr NE Albuquerque, NM",Heights Mental Health,TBD,5055031030,Albuquerque,NM,87110,40142.0
"3801 Atrisco Dr NW Albuquerque, NM",Total Psychiatric-Mental Health,TBD,5053978212,Albuquerque,NM,87120,65477.0
"5310 Homestead Rd NE Ste 300 Albuquerque, NM",Bosque Mental Health,32,5055036838,Albuquerque,NM,87110,40142.0
"6300 Riverside Plaza Ln NW Albuquerque, NM",Sandia Vista Psychiatric-Mental Health,TBD,5055855401,Albuquerque,NM,87120,65477.0
"2601 Wyoming Blvd NE Albuquerque, NM",Inner Strength Mental Health,TBD,5052470707,Albuquerque,NM,87112,42523.0
"7121 Beverly Hills Ave NE Albuquerque, NM",Four Corners Mental and Behavioral Health,12,5052009853,Albuquerque,NM,87113,16369.0
"1350 Jackie Rd SE Rio Rancho, NM",Guadalupe Psychiatric and Mental Health Services,16,5055153982,Rio Rancho,NM,87124,58402.0
"1400 Barbara Loop SE Rio Rancho, NM",Affirmations Mental Health Services,TBD,5054409449,Rio Rancho,NM,87124,58402.0
"1101 Golf Course Rd SE Rio Rancho, NM",Cravens Mental Health Services,TBD,5055185757,Rio Rancho,NM,87124,58402.0
"7013 4th St NW Los Ranchos, NM",Bosque Mental Health Assoc Inc,32,5055036838,Los Ranchos,NM,87107,26993.0
"7103 4th St NW Ste 5 Los Ranchos, NM",Awareness Integrationconciencia Mental Health,TBD,5055543306,Los Ranchos,NM,87107,26993.0
"4111 Barbara Loop SE Ste E1 Rio Rancho, NM",Carlson Early Childhood Mental Health,19,5057503467,Rio Rancho,NM,87124,58402.0
"4111 Barbara Loop SE Rio Rancho, NM",Luna Nueva Mental Health,TBD,5052265525,Rio Rancho,NM,87124,58402.0
"3900 Juan Tabo NE Ste 11 Albuquerque, NM",Montoya Sandra L PHD,29,5053124751,Albuquerque,NM,87111,57219.0
"285 Nostrand Ave Brooklyn, NY",Mindful Mental Health Counseling Services P,TBD,9179724586,Brooklyn,NY,11216,59913.0
"4701 Queens Blvd Sunnyside, NY",Hispanic Mental Health Counseling Services PC,TBD,3478330443,Sunnyside,NY,11104,26825.0
"4012 31st Ave Astoria, NY",Crespo Mental Health Counseling Service P,TBD,7187667160,Astoria,NY,11103,35357.0
"2384 Atlantic Ave Brooklyn, NY",Institute for Coimmunity Living Inc Mental Health Services,TBD,7182726025,Brooklyn,NY,11233,82711.0
"1083 McDonald Ave Brooklyn, NY",Mapleton Mental Health Service,TBD,7184217444,Brooklyn,NY,11230,88252.0
"2108 Linden Blvd Brooklyn, NY",Brighter Starr Mental Health Service,22,7182721475,Brooklyn,NY,11207,93445.0
"7605 Roosevelt Ave Flushing, NY",Mind Works NYC Mental Health Services,TBD,9177146412,Flushing,NY,11372,66995.0
"10811 48th Ave Corona, NY",Asian American Mental Health Service,TBD,7188998918,Corona,NY,11368,107060.0
"1775 3rd Ave New York, NY",Mental Health Svc,TBD,2128286118,New York,NY,10029,74848.0
"459 Columbus Ave New York, NY","We Rise Mental Health Counseling Services, P",TBD,9177960106,New York,NY,10024,62576.0
"330 W 58th St Ste 611 New York, NY",Brightline Pediatric Mental Health,1,8882557040,New York,NY,10019,44276.0
"159 Bleecker St New York, NY",The Soho Center for Mental Health Counseling,TBD,9173828075,New York,NY,10012,21846.0
"154 W 14th St New York, NY","Erb Mental Health Counseling, PC",TBD,8025584111,New York,NY,10011,49344.0
"80 8th Ave New York, NY",Integrative Psych | Mental Health & Psychiatry,TBD,6468938935,New York,NY,10011,49344.0
"125 E 23rd St Ste 402 New York, NY",Kennedy-Arenivar Mental Health Counseling PLLC,TBD,9175901211,New York,NY,10010,31905.0
"253 W 28th St 6th Fl New York, NY",Curated Mental Health,TBD,9174517018,New York,NY,10001,29079.0
"1 Penn Plz Ste 3236 New York, NY",New York Online Mental Health Counseling,52,9175255558,New York,NY,10119,0.0
"280 Madison Ave Rm 205 New York, NY",Better Horizon Mental Health Counseling,TBD,3479949766,New York,NY,10016,54297.0
"16 E 40th St New York, NY",Kelsey Anderson Mental Health Counseling P,TBD,3476030690,New York,NY,10016,54297.0
"216 E 45th St Rm 1101 New York, NY",Manhattan Mental Health Counseling,TBD,2129608626,New York,NY,10017,14985.0
"580 5th Ave New York, NY",Wren Mental Health Counseling-New York City,TBD,2125021170,New York,NY,10036,30589.0
"3705 Latrobe Dr Charlotte, NC",Mind Balance Mental Health & Wellness P,TBD,7042660232,Charlotte,NC,28211,32637.0
"5960 Fairview Rd Charlotte, NC",Different Mental Health Program,TBD,7045384800,Charlotte,NC,28210,47537.0
"3500 Ellington St Charlotte, NC",Journey Mental Health Inc,21,7049265030,Charlotte,NC,28211,32637.0
"4922 Albemarle Rd Charlotte, NC","Insight Counseling & Mental Health Co, P",TBD,9804740599,Charlotte,NC,28205,51297.0
"PO Box 19649 Charlotte, NC",NC Mental Health Truth,TBD,7045641536,Charlotte,NC,28219,1.0
"8318 Pineville Matthews Rd Ste 280 Charlotte, NC","Cohen, Stuart M PHD",19,9809994609,Charlotte,NC,28226,38985.0
"6809 Fairview Road  Suite B Charlotte, NC",Staton Vanessa MA LPA,TBD,7047490134,Charlotte,NC,28210,47537.0
"5801 Pineville Matthews Rd Charlotte, NC",Calvary Church,87,7046251482,Charlotte,NC,28226,38985.0
"310 East Blvd Charlotte, NC","Mishoe, J Randall DMIN IAAP",TBD,7043441100,Charlotte,NC,28203,18324.0
"1307 Union Rd Ste 105 Gastonia, NC",Amivie Hughes Behavioral And Mental Health Services,11,7048799273,Gastonia,NC,28054,39493.0
"1456 Ebenezer Rd Rock Hill, SC",Turning Tides Mental Health Services,TBD,8436876768,Rock Hill,SC,29732,57551.0
"11901 Crabapple Ln Huntersville, NC",Huntersville Inpatient Mental Health Center,TBD,7043960501,Huntersville,NC,28078,69907.0
"2505 Court Dr Gastonia, NC",Gaston Lincoln Mental Health,TBD,7048679243,Gastonia,NC,28054,39493.0
"901 S New Hope Rd Gastonia, NC",Gaston Lincoln Cleveland Mental Health,19,7048674270,Gastonia,NC,28054,39493.0
"448 Lakeshore Pkwy Rock Hill, SC",Catawba Community Mental Health Center,26,8033293177,Rock Hill,SC,29730,57500.0
"2483 NC-16 Business Denver, NC",Breakthrough Mental Health Counseling,9,9802470301,Denver,NC,28037,27128.0
"1906 Dallas Cherryville Hwy Dallas, NC",Pathways Mental Health Center,TBD,7049230620,Dallas,NC,28034,19470.0
"206 Joe Knox Ave # F Mooresville, NC",Mastor Mental Health,21,7046626500,Mooresville,NC,28117,48170.0
"1304 Griffith Rd Monroe, NC",Piedmont Area Mental Health,TBD,7042821042,Monroe,NC,28112,27651.0
"8520 Morgan Mill Rd Monroe, NC",Quality Mental Health Inc,TBD,7047539687,Monroe,NC,28110,55807.0
"3498 Mapledale Ave Cleveland, OH",Cleveland Mental Health Services,TBD,6143507838,Cleveland,OH,44109,38098.0
"3613 E 131st St Cleveland, OH",Inner Thoughts Mental Health Services,TBD,2164155960,Cleveland,OH,44120,34274.0
"9701 Brookpark Rd Cleveland, OH",Bridge Mental Health Services,TBD,2166307586,Cleveland,OH,44129,28607.0
"5522 Pearl Rd Parma, OH",Magura Psychiatry & Mental Health Services,TBD,4402125862,Parma,OH,44129,28607.0
"3613 Lee Rd Shaker Heights, OH","Hope Fund Inc, Mental Health & Family Services",TBD,2165096129,Shaker Heights,OH,44120,34274.0
"2012 W 25th St Cleveland, OH",Alcohol Drug Addiction Mental Health Cuyahoga County,TBD,2162413400,Cleveland,OH,44113,19619.0
"4400 Euclid Ave Cleveland, OH",East Mental Health,TBD,2164315800,Cleveland,OH,44103,13776.0
